"word"	"complex_word"	"folio"	"section"	"quire"	"panel"	"language"	"hand"	"misc"	"d.hand"	"placement"	"line_number"	"transcriber"	"line_initial"	"line_final"	"par_initial"	"par_final"
"olor"	"olor"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"H"	6	3	87	3
"checkhy"	"checkhy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"H"	7	2	88	2
"daiidy"	"daiidy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"H"	8	1	89	1
"yar"	"yar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"C"	1	8	NA	NA
"olchey"	"olchey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"C"	2	7	NA	NA
"kaiin"	"kaiin"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"C"	3	6	NA	NA
"okeey"	"okeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"C"	4	5	NA	NA
"daiin"	"daiin"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"C"	5	4	NA	NA
"olor"	"olor"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"C"	6	3	NA	NA
"checkhy"	"checkhy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"C"	7	2	NA	NA
"da*dy"	"da*dy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"C"	8	1	NA	NA
"yar"	"yar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"F"	1	8	NA	NA
"olchey"	"olchey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"F"	2	7	NA	NA
"kaiin"	"kaiin"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"F"	3	6	NA	NA
"okeey"	"okeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"F"	4	5	NA	NA
"daiin"	"daiin"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"F"	5	4	NA	NA
"olor"	"olor"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"F"	6	3	NA	NA
"checkhy"	"checkhy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"F"	7	2	NA	NA
"daindy"	"daindy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"F"	8	1	NA	NA
"y"	"y"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"V"	1	10	NA	NA
"ar"	"ar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"V"	2	9	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"V"	3	8	NA	NA
"chey"	"chey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"V"	4	7	NA	NA
"kaiin"	"kaiin"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"V"	5	6	NA	NA
"okeey"	"okeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"V"	6	5	NA	NA
"daiin"	"daiin"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"V"	7	4	NA	NA
"olor"	"olor"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"V"	8	3	NA	NA
"checkhy"	"checkhy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"V"	9	2	NA	NA
"daiidy"	"daiidy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"9"	"V"	10	1	NA	NA
"polshy"	"polshy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"H"	1	8	1	167
"oshyteed"	"oshyteed"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"H"	2	7	2	166
"qop"	"qop"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"H"	3	6	3	165
"okeedy"	"okeedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"H"	4	5	4	164
"otedy"	"otedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"H"	5	4	5	163
"okshedy"	"okshedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"H"	6	3	6	162
"qoty"	"qoty"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"H"	7	2	7	161
"dairam"	"dairam"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"H"	8	1	8	160
"polshy"	"polshy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"C"	1	9	NA	NA
"ashyteed"	"ashyteed"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"C"	2	8	NA	NA
"qop"	"qop"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"C"	3	7	NA	NA
"okeedy"	"okeedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"C"	4	6	NA	NA
"otedy"	"otedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"C"	5	5	NA	NA
"okshedy"	"okshedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"C"	6	4	NA	NA
"qoty"	"qoty"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"C"	7	3	NA	NA
"dair"	"dair"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"C"	8	2	NA	NA
"am"	"am"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"C"	9	1	NA	NA
"pol"	"pol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"F"	1	10	NA	NA
"shy"	"shy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"F"	2	9	NA	NA
"oshy"	"oshy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"F"	3	8	NA	NA
"teed"	"teed"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"F"	4	7	NA	NA
"qop"	"qop"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"F"	5	6	NA	NA
"okeedy"	"okeedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"F"	6	5	NA	NA
"okshedy"	"okshedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"F"	7	4	NA	NA
"qoky"	"qoky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"F"	8	3	NA	NA
"dair"	"dair"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"F"	9	2	NA	NA
"am"	"am"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"F"	10	1	NA	NA
"pol"	"pol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"V"	1	10	NA	NA
"shy"	"shy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"V"	2	9	NA	NA
"oshyteed"	"oshyteed"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"V"	3	8	NA	NA
"qop"	"qop"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"V"	4	7	NA	NA
"okeedy"	"okeedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"V"	5	6	NA	NA
"okedy"	"okedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"V"	6	5	NA	NA
"okshedy"	"okshedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"V"	7	4	NA	NA
"qoky"	"qoky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"V"	8	3	NA	NA
"dais"	"dais"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"V"	9	2	NA	NA
"am"	"am"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"10"	"V"	10	1	NA	NA
"oshey"	"oshey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"H"	1	10	9	159
"qokeey"	"qokeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"H"	2	9	10	158
"okeey"	"okeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"H"	3	8	11	157
"oky"	"oky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"H"	4	7	12	156
"ykeey"	"ykeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"H"	5	6	13	155
"qoky"	"qoky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"H"	6	5	14	154
"okylky"	"okylky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"H"	7	4	15	153
"olchy"	"olchy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"H"	8	3	16	152
"ky"	"ky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"H"	9	2	17	151
"dsholyd"	"dsholyd"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"H"	10	1	18	150
"oshey"	"oshey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"C"	1	10	NA	NA
"qokeey"	"qokeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"C"	2	9	NA	NA
"okeey"	"okeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"C"	3	8	NA	NA
"oky"	"oky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"C"	4	7	NA	NA
"yteey"	"yteey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"C"	5	6	NA	NA
"qoky"	"qoky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"C"	6	5	NA	NA
"okylky"	"okylky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"C"	7	4	NA	NA
"olchy"	"olchy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"C"	8	3	NA	NA
"ty"	"ty"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"C"	9	2	NA	NA
"dsholyd"	"dsholyd"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"C"	10	1	NA	NA
"*shey"	"*shey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"F"	1	10	NA	NA
"qokeey"	"qokeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"F"	2	9	NA	NA
"okeey"	"okeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"F"	3	8	NA	NA
"oky"	"oky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"F"	4	7	NA	NA
"ykeey"	"ykeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"F"	5	6	NA	NA
"qoky"	"qoky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"F"	6	5	NA	NA
"okylky"	"okylky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"F"	7	4	NA	NA
"olchy"	"olchy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"F"	8	3	NA	NA
"ky"	"ky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"F"	9	2	NA	NA
"dsholyd"	"dsholyd"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"F"	10	1	NA	NA
"y"	"y"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"V"	1	11	NA	NA
"shey"	"shey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"V"	2	10	NA	NA
"qokeey"	"qokeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"V"	3	9	NA	NA
"okeey"	"okeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"V"	4	8	NA	NA
"oky"	"oky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"V"	5	7	NA	NA
"ykeey"	"ykeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"V"	6	6	NA	NA
"qoky"	"qoky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"V"	7	5	NA	NA
"okylky"	"okylky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"V"	8	4	NA	NA
"olchy"	"olchy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"V"	9	3	NA	NA
"ky"	"ky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"V"	10	2	NA	NA
"dsholyd"	"dsholyd"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"11"	"V"	11	1	NA	NA
"qol"	"qol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"H"	1	9	19	149
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"H"	2	8	20	148
"chdy"	"chdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"H"	3	7	21	147
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"H"	4	6	22	146
"qokedy"	"qokedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"H"	5	5	23	145
"ytedy"	"ytedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"H"	6	4	24	144
"chetedy"	"chetedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"H"	7	3	25	143
"lkedey"	"lkedey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"H"	8	2	26	142
"ytedy"	"ytedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"H"	9	1	27	141
"qol"	"qol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"C"	1	9	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"C"	2	8	NA	NA
"chdy"	"chdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"C"	3	7	NA	NA
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"C"	4	6	NA	NA
"qokedy"	"qokedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"C"	5	5	NA	NA
"ytedy"	"ytedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"C"	6	4	NA	NA
"chetedy"	"chetedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"C"	7	3	NA	NA
"lkedey"	"lkedey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"C"	8	2	NA	NA
"ytedy"	"ytedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"C"	9	1	NA	NA
"qol"	"qol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"F"	1	9	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"F"	2	8	NA	NA
"chdy"	"chdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"F"	3	7	NA	NA
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"F"	4	6	NA	NA
"qokedy"	"qokedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"F"	5	5	NA	NA
"ytedy"	"ytedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"F"	6	4	NA	NA
"chetedy"	"chetedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"F"	7	3	NA	NA
"lkedey"	"lkedey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"F"	8	2	NA	NA
"ytedy"	"ytedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"F"	9	1	NA	NA
"qol"	"qol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"V"	1	9	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"V"	2	8	NA	NA
"chdy"	"chdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"V"	3	7	NA	NA
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"V"	4	6	NA	NA
"qokedy"	"qokedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"V"	5	5	NA	NA
"ytedy"	"ytedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"V"	6	4	NA	NA
"chetedy"	"chetedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"V"	7	3	NA	NA
"lkedey"	"lkedey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"V"	8	2	NA	NA
"ytedy"	"ytedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"12"	"V"	9	1	NA	NA
"ykecsey"	"ykecsey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"H"	1	10	28	140
"dched"	"dched"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"H"	2	9	29	139
"ytedy"	"ytedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"H"	3	8	30	138
"ytedy"	"ytedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"H"	4	7	31	137
"dar"	"dar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"H"	5	6	32	136
"ykeda"	"ykeda"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"H"	6	5	33	135
"iphy"	"iphy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"H"	7	4	34	134
"qoty"	"qoty"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"H"	8	3	35	133
"ykedy"	"ykedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"H"	9	2	36	132
"okal"	"okal"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"H"	10	1	37	131
"ykeshey"	"ykeshey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"C"	1	9	NA	NA
"dshed"	"dshed"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"C"	2	8	NA	NA
"ytedy"	"ytedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"C"	3	7	NA	NA
"ytedy"	"ytedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"C"	4	6	NA	NA
"dar"	"dar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"C"	5	5	NA	NA
"ykedacphy"	"ykedacphy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"C"	6	4	NA	NA
"qoty"	"qoty"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"C"	7	3	NA	NA
"ykedy"	"ykedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"C"	8	2	NA	NA
"okal"	"okal"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"C"	9	1	NA	NA
"ykeshy"	"ykeshy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"F"	1	10	NA	NA
"dchedy"	"dchedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"F"	2	9	NA	NA
"tedy"	"tedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"F"	3	8	NA	NA
"ytedy"	"ytedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"F"	4	7	NA	NA
"dar"	"dar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"F"	5	6	NA	NA
"ykeda"	"ykeda"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"F"	6	5	NA	NA
"pey"	"pey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"F"	7	4	NA	NA
"qoty"	"qoty"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"F"	8	3	NA	NA
"ykedy"	"ykedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"F"	9	2	NA	NA
"okal"	"okal"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"F"	10	1	NA	NA
"ykeshey"	"ykeshey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"V"	1	9	NA	NA
"dchsdy"	"dchsdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"V"	2	8	NA	NA
"ytedy"	"ytedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"V"	3	7	NA	NA
"ytedy"	"ytedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"V"	4	6	NA	NA
"dar"	"dar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"V"	5	5	NA	NA
"ykedaiphy"	"ykedaiphy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"V"	6	4	NA	NA
"qoty"	"qoty"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"V"	7	3	NA	NA
"ykedy"	"ykedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"V"	8	2	NA	NA
"okal"	"okal"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"13"	"V"	9	1	NA	NA
"dshedy"	"dshedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"H"	1	8	38	130
"ykeedy"	"ykeedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"H"	2	7	39	129
"cseeky"	"cseeky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"H"	3	6	40	128
"daiin"	"daiin"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"H"	4	5	41	127
"okedy"	"okedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"H"	5	4	42	126
"qokeed"	"qokeed"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"H"	6	3	43	125
"qokedy"	"qokedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"H"	7	2	44	124
"lchpchdy"	"lchpchdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"H"	8	1	45	123
"dshedy"	"dshedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"C"	1	8	NA	NA
"ykeedy"	"ykeedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"C"	2	7	NA	NA
"sheeky"	"sheeky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"C"	3	6	NA	NA
"daiin"	"daiin"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"C"	4	5	NA	NA
"okedy"	"okedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"C"	5	4	NA	NA
"qokeed"	"qokeed"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"C"	6	3	NA	NA
"qokedy"	"qokedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"C"	7	2	NA	NA
"lchpchdy"	"lchpchdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"C"	8	1	NA	NA
"dshedy"	"dshedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"F"	1	8	NA	NA
"ykeedy"	"ykeedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"F"	2	7	NA	NA
"sheckhy"	"sheckhy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"F"	3	6	NA	NA
"daiin"	"daiin"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"F"	4	5	NA	NA
"okedy"	"okedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"F"	5	4	NA	NA
"qokeed"	"qokeed"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"F"	6	3	NA	NA
"qokedy"	"qokedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"F"	7	2	NA	NA
"lchcphdy"	"lchcphdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"F"	8	1	NA	NA
"dshedy"	"dshedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"V"	1	8	NA	NA
"ykeedy"	"ykeedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"V"	2	7	NA	NA
